training/training	SRR5891912	SRR5892053	SRR10741173	SRR5891909	SRR5891915	SRR5891916	SRR8835143	SRR5891950	SRR5891951	SRR5892016	SRR5892018	SRR5892021	SRR14617990	SRR14618001	SRR14618012	SRR14618021	SRR14618023	SRR14618024	SRR14618026	SRR14618038	SRR14618039	SRR14618054	SRR14618074	SRR14618085	SRR14618087	SRR14618090	SRR14618101	SRR5891914	SRR14617991	SRR14618014	SRR14618016	SRR14618017	SRR14618019	SRR14618070	SRR14618071	SRR14618072	SRR14618073	SRR14618075	SRR14618079	SRR14618081	SRR14618082	SRR14618084	SRR14618086	SRR5891799	SRR5891805	SRR5891903	SRR5891920	SRR8835167	SRR5891873	SRR5891700	SRR5891755	SRR14617982	SRR14617985	SRR14617986	SRR14618040	SRR14618041	SRR14618042	SRR14618044	SRR14618046	SRR14618047	SRR14618057	SRR14618110	SRR14618111	SRR5891919	SRR10741171	SRR10741172	SRR11078313	SRR14617983	SRR14617999	SRR14618011	SRR14618015	SRR14618030	SRR14618045	SRR14618049	SRR14618050	SRR14618053	SRR14618055	SRR14618056	SRR14618059	SRR14618064	SRR14618065	SRR14618107	SRR7662554	SRR7662556	SRR8699312	SRR11078309	SRR11078312	SRR5891798	SRR5891917	SRR5892051	SRR7662543	SRR7662555	SRR7662546	SRR7662555	SRR14618103	SRR14618104	SRR14618105	SRR14618108	SRR14617989	SRR14617996	SRR14617997	SRR14617998	SRR14618000	SRR14618003	SRR14618005	SRR14618006	SRR14618008	SRR14618009	SRR14618010	SRR14618061	SRR14618062	SRR14618066	SRR14618067	SRR14618068	SRR14618031	SRR14618032	SRR14618033	SRR14618034	SRR14618088	SRR14618089	SRR14618091	SRR14618092	SRR14618094	SRR14618095	SRR14618096	SRR14618097	SRR14618099	SRR14618100	SRR5891622	SRR5627788	SRR10741175	SRR5891650	SRR5891651	SRR5891652	SRR5891653	SRR6156375	SRR8699314	CRR493609	CRR493665	CRR493772	CRR493807	CRR493832	CRR494031	CRR494310	CRR494509	CRR494572	CRR494592	CRR494800	CRR494802	CRR495014	CRR495154	CRR495378	CRR495613	CRR495796	CRR495808	CRR495837	CRR495860	CRR495895	CRR495935	CRR495956	CRR495997	CRR496640	CRR496656	CRR496761	CRR496770	CRR496966	CRR497178	CRR497209	CRR497295	CRR497321	CRR497336	CRR497525	CRR497853	CRR498142	CRR498226	CRR498282	CRR498575	CRR499508	SRR5891628	SRR5891801
SRR5892018	0.293208	0.289075	0.24184	0.286748	0.282424	0.266333	0.287723	0.391279	0.374149	0.458019	1	0.389101	0.301807	0.294028	0.291857	0.296922	0.288143	0.292059	0.286881	0.289275	0.308961	0.289135	0.28598	0.288107	0.291249	0.289061	0.298247	0.368272	0.278006	0.275109	0.294629	0.284274	0.286668	0.294091	0.27955	0.280307	0.277713	0.275679	0.279111	0.274012	0.296793	0.2818	0.275837	0.319231	0.303707	0.294145	0.298839	0.278953	0.38973	0.338935	0.341884	0.310902	0.307345	0.306168	0.304391	0.309573	0.311927	0.303038	0.309775	0.294042	0.314386	0.302788	0.305668	0.309861	0.285451	0.290679	0.270273	0.275025	0.260533	0.240885	0.272564	0.276691	0.285245	0.315194	0.295691	0.287957	0.291792	0.298505	0.227816	0.25329	0.249807	0.254275	0.313857	0.313922	0.315788	0.290153	0.284809	0.40457	0.284628	0.299136	0.298515	0.296731	0.304368	0.296731	0.279544	0.281521	0.287127	0.285412	0.274135	0.273604	0.269984	0.270588	0.276973	0.269342	0.269717	0.268089	0.267743	0.26333	0.275626	0.269254	0.269699	0.273431	0.272872	0.275041	0.28608	0.288102	0.283733	0.284077	0.293195	0.283069	0.286596	0.287751	0.29445	0.284082	0.286253	0.295797	0.298715	0.284842	0.356166	0.164512	0.279737	0.320137	0.293183	0.283316	0.276422	0.279416	0.37206	0.356202	0.36621	0.298463	0.358171	0.36249	0.359041	0.364909	0.351619	0.370152	0.364883	0.363604	0.363846	0.339389	0.28626	0.362144	0.361507	0.364898	0.366601	0.361311	0.365507	0.365705	0.357467	0.355776	0.364057	0.360179	0.366071	0.360025	0.363347	0.404967	0.371015	0.355543	0.362591	0.360504	0.362174	0.358328	0.36443	0.364539	0.365083	0.35895	0.359734	0.356879	0.378044	0.232211
SRR5892021	0.307557	0.30277	0.249349	0.297506	0.294875	0.27609	0.272786	0.375757	0.348483	0.405849	0.389101	1	0.317315	0.308736	0.30642	0.311499	0.302629	0.306306	0.301121	0.303526	0.323211	0.303319	0.300158	0.301979	0.305657	0.303289	0.313305	0.350466	0.290857	0.28817	0.310519	0.298475	0.299825	0.307594	0.292623	0.293712	0.290598	0.288819	0.292235	0.286586	0.310754	0.295562	0.288508	0.350397	0.298434	0.295064	0.324126	0.291967	0.522255	0.349779	0.347496	0.329321	0.3253	0.323851	0.321931	0.328111	0.329972	0.31993	0.327738	0.310354	0.333611	0.320516	0.323549	0.326457	0.283531	0.281529	0.257974	0.285475	0.271413	0.250323	0.283822	0.287648	0.298964	0.33431	0.311217	0.30121	0.305416	0.313747	0.235013	0.262519	0.259517	0.265383	0.294906	0.296046	0.306043	0.29753	0.286703	0.366636	0.293274	0.298956	0.290557	0.290221	0.282896	0.290221	0.293212	0.295153	0.301071	0.300003	0.286601	0.288351	0.284617	0.285215	0.292277	0.283957	0.284637	0.282829	0.283049	0.277448	0.290688	0.284025	0.284474	0.288515	0.287575	0.290377	0.300952	0.302903	0.298071	0.298983	0.309112	0.297448	0.301419	0.302653	0.310216	0.298659	0.300686	0.310777	0.315519	0.299745	0.376063	0.171162	0.295541	0.338644	0.304026	0.296018	0.283686	0.292354	0.336828	0.337691	0.342315	0.290958	0.337451	0.341469	0.340287	0.338572	0.332201	0.344816	0.339299	0.341913	0.341683	0.31045	0.271436	0.338533	0.338282	0.339816	0.339529	0.340435	0.34189	0.341816	0.335701	0.338027	0.340941	0.336754	0.34336	0.337492	0.338363	0.359655	0.34068	0.332138	0.354211	0.346642	0.350942	0.34574	0.341305	0.338575	0.342056	0.343391	0.337714	0.334908	0.345323	0.238577
SRR14617990	0.425437	0.362752	0.282543	0.312428	0.304449	0.280987	0.261392	0.301236	0.278429	0.30327	0.301807	0.317315	1	0.442442	0.441832	0.445744	0.440689	0.443395	0.438367	0.440264	0.440892	0.43829	0.439158	0.440863	0.437187	0.440142	0.446037	0.314478	0.30035	0.297555	0.318011	0.306865	0.309696	0.316588	0.302113	0.30317	0.300081	0.298645	0.30166	0.295761	0.319298	0.302671	0.298388	0.308202	0.291239	0.322078	0.330326	0.299678	0.318162	0.289337	0.287735	0.417394	0.404031	0.404963	0.398236	0.406186	0.419819	0.416653	0.414281	0.386432	0.425215	0.399689	0.402221	0.401219	0.281562	0.287538	0.247074	0.345478	0.288156	0.273404	0.310328	0.361176	0.398254	0.420182	0.368742	0.414381	0.41728	0.421589	0.242887	0.288156	0.287188	0.292443	0.277893	0.280698	0.30223	0.29385	0.281891	0.304494	0.325042	0.293584	0.283346	0.284945	0.267632	0.284945	0.330933	0.330423	0.33797	0.33616	0.296351	0.293767	0.290133	0.29077	0.297011	0.289492	0.289693	0.287827	0.288523	0.283506	0.295842	0.289265	0.289683	0.293568	0.292774	0.29526	0.375993	0.376171	0.370257	0.371565	0.37541	0.365021	0.36798	0.369442	0.388238	0.37553	0.382618	0.384435	0.379776	0.366681	0.310627	0.166746	0.354541	0.326511	0.363395	0.351243	0.31256	0.354605	0.293369	0.30248	0.306341	0.266792	0.301644	0.305265	0.304064	0.302378	0.296848	0.308534	0.303153	0.305514	0.305347	0.277797	0.267969	0.302726	0.302483	0.303964	0.302993	0.304548	0.305708	0.305395	0.300361	0.302548	0.305219	0.30079	0.307288	0.301637	0.30252	0.322335	0.304693	0.296664	0.316049	0.309235	0.313198	0.308613	0.305582	0.302871	0.305991	0.30654	0.302064	0.299181	0.308576	0.268495
SRR14618001	0.434123	0.36083	0.284483	0.304549	0.299842	0.276593	0.256957	0.292429	0.27201	0.296126	0.294028	0.308736	0.442442	1	0.457394	0.451664	0.454293	0.457455	0.45323	0.456386	0.441541	0.450523	0.450024	0.448956	0.444837	0.451223	0.452286	0.304531	0.295695	0.293668	0.312216	0.302174	0.304014	0.309548	0.297604	0.298004	0.295836	0.293992	0.296684	0.291338	0.311093	0.292852	0.294802	0.305956	0.285541	0.317573	0.330269	0.294424	0.309545	0.281779	0.280905	0.414068	0.400352	0.400986	0.395652	0.40236	0.416098	0.41593	0.408284	0.378095	0.421451	0.397213	0.399038	0.39698	0.277179	0.285654	0.24441	0.346949	0.284283	0.271797	0.307456	0.363523	0.404878	0.415726	0.365813	0.42001	0.421508	0.425493	0.240382	0.285972	0.284951	0.291589	0.271857	0.275198	0.296407	0.286325	0.275626	0.294665	0.32157	0.287418	0.278231	0.279537	0.263018	0.279537	0.329192	0.328396	0.334769	0.332719	0.292255	0.28634	0.283344	0.283959	0.289314	0.282976	0.283048	0.28148	0.282293	0.277568	0.287893	0.28276	0.283066	0.286548	0.285606	0.288298	0.378036	0.377608	0.371701	0.372728	0.375328	0.364823	0.36858	0.368627	0.389073	0.378233	0.384476	0.383064	0.377546	0.367921	0.302045	0.161896	0.354331	0.320814	0.361222	0.350241	0.309629	0.354449	0.28516	0.293682	0.29713	0.254897	0.292808	0.295848	0.294929	0.293491	0.288517	0.298828	0.293976	0.296557	0.296387	0.270188	0.265638	0.293692	0.293465	0.295002	0.294051	0.29584	0.296434	0.296058	0.291581	0.293789	0.295929	0.291798	0.298055	0.292648	0.293601	0.311591	0.295578	0.287738	0.306003	0.299567	0.303312	0.299393	0.296269	0.293909	0.296852	0.297216	0.293257	0.290295	0.299073	0.268902
SRR14618012	0.432234	0.357925	0.283829	0.301866	0.297861	0.274777	0.25548	0.289941	0.270092	0.293893	0.291857	0.30642	0.441832	0.457394	1	0.457382	0.453839	0.450922	0.452158	0.454764	0.437698	0.447436	0.447622	0.452977	0.445891	0.451261	0.453864	0.301992	0.293724	0.291582	0.310344	0.299775	0.30157	0.3075	0.295588	0.296635	0.293828	0.292332	0.295074	0.289839	0.309148	0.290637	0.292679	0.303959	0.283917	0.315364	0.327872	0.292928	0.307477	0.28001	0.279112	0.410606	0.397616	0.398999	0.392798	0.398628	0.413853	0.413149	0.404511	0.374771	0.417516	0.395225	0.396637	0.39466	0.276197	0.283949	0.243338	0.345188	0.283027	0.270326	0.306442	0.363099	0.402403	0.412153	0.364399	0.418546	0.4196	0.422015	0.239211	0.284936	0.283983	0.290458	0.270292	0.273468	0.294533	0.284658	0.274304	0.292242	0.319326	0.286059	0.276554	0.278235	0.261541	0.278235	0.327664	0.326757	0.332904	0.331205	0.290412	0.284517	0.28146	0.282212	0.287268	0.28141	0.281511	0.279976	0.280913	0.275917	0.286132	0.281149	0.281671	0.284594	0.283912	0.28628	0.373436	0.373902	0.367779	0.368654	0.371171	0.362509	0.36498	0.365174	0.385981	0.37663	0.382046	0.38097	0.373884	0.364174	0.299913	0.160857	0.351739	0.31755	0.357995	0.347168	0.30761	0.351171	0.283281	0.291482	0.294651	0.252375	0.290716	0.293658	0.292734	0.291169	0.286589	0.296572	0.291895	0.294138	0.293978	0.268517	0.263991	0.291677	0.291409	0.292593	0.291713	0.29357	0.294268	0.293742	0.289243	0.291623	0.293683	0.289754	0.295535	0.29056	0.291364	0.308921	0.293355	0.285715	0.303775	0.29745	0.301108	0.297049	0.29382	0.291771	0.294421	0.294839	0.291283	0.288085	0.296575	0.267537
SRR14618021	0.431557	0.362826	0.28515	0.306968	0.301264	0.278329	0.259037	0.29523	0.274352	0.298575	0.296922	0.311499	0.445744	0.451664	0.457382	1	0.4494	0.455343	0.449635	0.446887	0.437695	0.452454	0.450512	0.450522	0.445644	0.453937	0.458173	0.307414	0.2972	0.295187	0.314326	0.303979	0.306049	0.312299	0.299368	0.300381	0.297441	0.295771	0.298668	0.293243	0.313836	0.295895	0.296148	0.3077	0.287698	0.319914	0.331681	0.296713	0.312522	0.284479	0.283182	0.415857	0.403117	0.402958	0.397022	0.403868	0.418667	0.417144	0.411137	0.381219	0.423364	0.398901	0.40064	0.399965	0.27962	0.287048	0.246057	0.347809	0.285974	0.272633	0.309187	0.363646	0.404634	0.418229	0.368111	0.421851	0.423693	0.428573	0.241572	0.287461	0.286608	0.292265	0.274095	0.277259	0.298791	0.2892	0.278512	0.29796	0.323853	0.290373	0.280161	0.281761	0.264766	0.281761	0.3309	0.329909	0.337019	0.334278	0.293598	0.288708	0.285496	0.286358	0.291754	0.285444	0.285394	0.283577	0.284339	0.279534	0.29066	0.2849	0.285499	0.288749	0.288048	0.290431	0.378208	0.377498	0.372022	0.373462	0.375579	0.365961	0.369277	0.369189	0.38926	0.378252	0.38532	0.384927	0.378822	0.368287	0.305038	0.163276	0.355332	0.32242	0.363146	0.351568	0.311632	0.355199	0.288021	0.296436	0.300059	0.25797	0.295825	0.298733	0.297823	0.296253	0.291392	0.301982	0.296993	0.299374	0.299226	0.27294	0.267297	0.296623	0.296432	0.297753	0.296696	0.298424	0.299488	0.299094	0.29453	0.296462	0.298973	0.294703	0.301021	0.295721	0.296451	0.314814	0.298521	0.290798	0.309165	0.302869	0.306469	0.302253	0.299047	0.296668	0.299695	0.300127	0.296096	0.293269	0.302053	0.27012
SRR14618023	0.429833	0.355549	0.28315	0.298584	0.295012	0.272172	0.252685	0.286241	0.267135	0.290539	0.288143	0.302629	0.440689	0.454293	0.453839	0.4494	1	0.502199	0.459749	0.457625	0.436003	0.448315	0.44832	0.451933	0.440602	0.447028	0.450582	0.297654	0.291342	0.289499	0.307324	0.297158	0.299375	0.304454	0.293292	0.294115	0.291618	0.290208	0.292268	0.288097	0.305506	0.286915	0.290364	0.302253	0.280363	0.313104	0.32653	0.290056	0.303443	0.276266	0.27556	0.408965	0.396297	0.397393	0.391633	0.397473	0.41011	0.411028	0.402057	0.371564	0.41632	0.39365	0.395931	0.392589	0.274038	0.281682	0.241156	0.343664	0.28069	0.26901	0.304481	0.361674	0.402817	0.409968	0.361628	0.41763	0.418293	0.420345	0.237694	0.283154	0.282115	0.288287	0.26784	0.270559	0.291667	0.281463	0.271499	0.288254	0.316878	0.283046	0.273998	0.275503	0.259109	0.275503	0.326014	0.324333	0.330391	0.328563	0.288168	0.281287	0.278821	0.279472	0.284106	0.278263	0.278536	0.277189	0.277963	0.273355	0.28283	0.278289	0.278871	0.281746	0.280693	0.283314	0.37287	0.372782	0.368007	0.369096	0.370062	0.361488	0.364844	0.363591	0.382261	0.375569	0.382205	0.377863	0.371823	0.363414	0.296128	0.158809	0.351047	0.314215	0.356384	0.34548	0.305707	0.350346	0.279386	0.287437	0.290339	0.248148	0.286261	0.289436	0.288494	0.287153	0.282503	0.292158	0.287652	0.289681	0.289577	0.264897	0.261984	0.287198	0.287055	0.288324	0.287768	0.289195	0.289874	0.2895	0.285211	0.287574	0.289436	0.285631	0.291372	0.286148	0.287166	0.304173	0.28902	0.281866	0.299113	0.293199	0.296469	0.292929	0.28963	0.287536	0.290103	0.290628	0.28679	0.28423	0.292326	0.266583
SRR14618024	0.431884	0.359127	0.284183	0.302314	0.297674	0.274758	0.255575	0.290061	0.270224	0.293937	0.292059	0.306306	0.443395	0.457455	0.450922	0.455343	0.502199	1	0.483795	0.458573	0.44076	0.450909	0.452051	0.45168	0.44501	0.45153	0.455253	0.301854	0.294196	0.291973	0.310099	0.299949	0.302277	0.307894	0.295822	0.296835	0.293903	0.292953	0.294987	0.290344	0.308929	0.290683	0.292848	0.304547	0.283529	0.316128	0.328072	0.292868	0.30757	0.280116	0.279084	0.412857	0.400135	0.400427	0.394336	0.401259	0.413942	0.413614	0.406125	0.376067	0.419337	0.39665	0.398368	0.39659	0.27596	0.284095	0.243207	0.346286	0.282561	0.270895	0.306517	0.362758	0.406153	0.414482	0.363828	0.420681	0.421871	0.423128	0.239708	0.285053	0.284108	0.289876	0.270447	0.273357	0.294376	0.284052	0.274038	0.292421	0.319423	0.285748	0.276395	0.277909	0.261187	0.277909	0.327344	0.326571	0.33245	0.330386	0.290619	0.284788	0.281827	0.282526	0.287407	0.281517	0.281393	0.27999	0.280739	0.276205	0.286212	0.281121	0.281576	0.284652	0.283745	0.286259	0.376657	0.375261	0.370077	0.370408	0.372474	0.363076	0.366871	0.366922	0.386915	0.375774	0.382856	0.381394	0.375111	0.3655	0.300198	0.160764	0.352999	0.317705	0.358865	0.348567	0.308156	0.353213	0.283154	0.291557	0.294631	0.252402	0.290485	0.293724	0.292684	0.291156	0.28638	0.296349	0.291605	0.293989	0.293879	0.268388	0.264523	0.291444	0.291332	0.292587	0.291757	0.293237	0.293988	0.293663	0.2892	0.291703	0.293599	0.289803	0.295464	0.290469	0.291265	0.308809	0.293178	0.285682	0.303577	0.297265	0.300969	0.297109	0.293953	0.291671	0.294377	0.294908	0.290959	0.288065	0.296431	0.267957
SRR14618026	0.427409	0.355025	0.283368	0.297709	0.294383	0.271519	0.252227	0.285018	0.266067	0.289201	0.286881	0.301121	0.438367	0.45323	0.452158	0.449635	0.459749	0.483795	1	0.458737	0.436178	0.449165	0.451102	0.451137	0.442028	0.450737	0.450804	0.296335	0.290214	0.28861	0.306102	0.295967	0.297923	0.303205	0.29229	0.293182	0.290183	0.289503	0.291641	0.286675	0.30431	0.285944	0.289275	0.301197	0.279946	0.312025	0.325554	0.289061	0.30219	0.275226	0.274371	0.407831	0.395066	0.395492	0.389968	0.39523	0.408942	0.409673	0.399609	0.369422	0.41333	0.392862	0.393961	0.390788	0.272802	0.281696	0.240739	0.343708	0.279399	0.26855	0.303364	0.360742	0.401734	0.408523	0.360384	0.416376	0.417051	0.420314	0.237254	0.282535	0.281953	0.287338	0.266485	0.269492	0.290445	0.27974	0.270248	0.286949	0.315522	0.281735	0.272487	0.274529	0.257909	0.274529	0.324682	0.323601	0.329995	0.327259	0.28703	0.280935	0.27812	0.278642	0.283388	0.277942	0.278078	0.276457	0.277457	0.272735	0.282194	0.277554	0.278103	0.280778	0.280097	0.282267	0.3732	0.37315	0.367717	0.36895	0.369461	0.36137	0.363853	0.363447	0.383205	0.375385	0.381367	0.377348	0.370828	0.363246	0.294767	0.158416	0.350868	0.313247	0.354864	0.344682	0.305048	0.349562	0.278317	0.2863	0.289205	0.247098	0.285326	0.288476	0.287385	0.285831	0.281637	0.29104	0.286582	0.288827	0.288703	0.263873	0.261399	0.286114	0.286027	0.28721	0.28642	0.287981	0.288871	0.288308	0.284064	0.286322	0.288057	0.284592	0.289968	0.285387	0.286063	0.303048	0.287938	0.280667	0.297951	0.292044	0.295496	0.291679	0.288624	0.286225	0.288992	0.289578	0.285865	0.282806	0.290991	0.266436
SRR14618038	0.430701	0.357176	0.283692	0.299931	0.296227	0.273098	0.253819	0.287588	0.267975	0.291739	0.289275	0.303526	0.440264	0.456386	0.454764	0.446887	0.457625	0.458573	0.458737	1	0.613702	0.448876	0.451513	0.450995	0.443375	0.453509	0.447847	0.299168	0.29194	0.290121	0.308053	0.29781	0.29957	0.305073	0.293745	0.294627	0.291875	0.290465	0.292747	0.288082	0.306345	0.287772	0.290901	0.302966	0.28143	0.314573	0.327018	0.290698	0.304379	0.277312	0.276458	0.408743	0.396528	0.397492	0.392435	0.397368	0.411751	0.412185	0.402632	0.372437	0.41594	0.393622	0.395957	0.392595	0.274063	0.282666	0.242096	0.345703	0.280642	0.27021	0.30449	0.361785	0.403354	0.409384	0.362242	0.417519	0.418355	0.42019	0.238188	0.283567	0.283653	0.288691	0.268528	0.271943	0.292777	0.281888	0.27192	0.289558	0.318084	0.283556	0.274734	0.276342	0.259724	0.276342	0.324741	0.324144	0.329723	0.327999	0.288388	0.28257	0.27991	0.280268	0.28503	0.279153	0.279527	0.278012	0.278817	0.274101	0.28387	0.279124	0.279573	0.282427	0.281762	0.284291	0.375285	0.374082	0.368796	0.36969	0.371244	0.362044	0.364691	0.364896	0.385067	0.376037	0.381404	0.378613	0.372972	0.364109	0.297041	0.159513	0.350953	0.316068	0.357056	0.34732	0.307431	0.35194	0.280619	0.288815	0.291845	0.249465	0.287724	0.290623	0.289778	0.288408	0.283569	0.293704	0.2891	0.291151	0.291072	0.266083	0.262781	0.288397	0.28845	0.289729	0.288905	0.29046	0.291188	0.290917	0.286369	0.288788	0.290758	0.286817	0.292749	0.287605	0.288481	0.305515	0.290461	0.282943	0.300722	0.294361	0.298051	0.294395	0.291205	0.288828	0.29148	0.292207	0.288358	0.285463	0.293668	0.26779
SRR14618039	0.422094	0.364577	0.281692	0.31989	0.30751	0.283417	0.266345	0.309116	0.283753	0.308645	0.308961	0.323211	0.440892	0.441541	0.437698	0.437695	0.436003	0.44076	0.436178	0.613702	1	0.43131	0.430095	0.431903	0.429122	0.434164	0.44006	0.32386	0.301959	0.299212	0.321476	0.309668	0.312253	0.320901	0.30428	0.305167	0.301816	0.299674	0.303475	0.297473	0.324976	0.310224	0.3002	0.310841	0.295492	0.327589	0.332057	0.304352	0.32464	0.294973	0.293135	0.417777	0.404046	0.404586	0.398522	0.406368	0.421811	0.415587	0.417948	0.393505	0.425535	0.398497	0.402434	0.402997	0.284095	0.289856	0.248155	0.344182	0.289355	0.273974	0.310617	0.357534	0.395812	0.421101	0.368403	0.408592	0.41264	0.418715	0.243345	0.288082	0.288552	0.292657	0.28272	0.285311	0.307818	0.298606	0.285297	0.314001	0.329752	0.297563	0.286827	0.288224	0.271692	0.288224	0.329994	0.330774	0.338335	0.335811	0.297755	0.297658	0.293513	0.294054	0.301109	0.292761	0.292938	0.290761	0.291263	0.285692	0.300088	0.292279	0.292902	0.297063	0.296612	0.298951	0.376001	0.376445	0.369824	0.370098	0.376744	0.364371	0.36827	0.369774	0.388373	0.374728	0.380055	0.386341	0.381846	0.366825	0.316899	0.171465	0.354351	0.33419	0.366413	0.351627	0.315145	0.35565	0.300738	0.310006	0.314872	0.279966	0.30984	0.31357	0.312137	0.310236	0.303339	0.317636	0.311395	0.313117	0.312931	0.284874	0.270184	0.310389	0.310556	0.312105	0.310661	0.312747	0.313725	0.313537	0.307856	0.30993	0.313194	0.308283	0.315879	0.309781	0.310182	0.332043	0.313151	0.304245	0.324365	0.316968	0.321904	0.31627	0.313978	0.310912	0.314487	0.314152	0.309808	0.306995	0.316963	0.268931
SRR14618054	0.428908	0.355638	0.282918	0.299613	0.295505	0.273225	0.253869	0.287135	0.267629	0.2911	0.289135	0.303319	0.43829	0.450523	0.447436	0.452454	0.448315	0.450909	0.449165	0.448876	0.43131	1	0.44863	0.447264	0.444347	0.451991	0.453556	0.298284	0.291645	0.290046	0.307514	0.297468	0.299734	0.30486	0.293267	0.294666	0.291727	0.290552	0.292683	0.287845	0.306167	0.287694	0.290782	0.301995	0.281452	0.313207	0.326117	0.290642	0.304006	0.27717	0.276255	0.408523	0.395732	0.396182	0.391488	0.397201	0.409584	0.410525	0.401179	0.370781	0.414084	0.392866	0.394255	0.391346	0.274065	0.282363	0.2418	0.344321	0.280787	0.269024	0.304514	0.36201	0.40152	0.408533	0.361194	0.416479	0.417348	0.419528	0.238273	0.283665	0.282524	0.28859	0.268462	0.271613	0.291756	0.28146	0.27168	0.289198	0.316614	0.283344	0.274377	0.276173	0.259489	0.276173	0.326097	0.324391	0.330383	0.328386	0.288444	0.281719	0.27928	0.279993	0.284568	0.278737	0.279094	0.277352	0.278089	0.273768	0.283541	0.278593	0.279092	0.281992	0.281388	0.283893	0.373843	0.372714	0.36682	0.367587	0.368774	0.360008	0.363299	0.36337	0.382825	0.373464	0.381342	0.377089	0.37135	0.362557	0.296674	0.159223	0.35041	0.315288	0.356009	0.346164	0.306593	0.350864	0.280281	0.28834	0.291441	0.249205	0.287409	0.290267	0.289382	0.287816	0.28347	0.292923	0.288301	0.290758	0.290661	0.2655	0.262791	0.288075	0.287995	0.289188	0.28831	0.290025	0.290816	0.290446	0.286253	0.288523	0.290394	0.286639	0.292316	0.287355	0.288228	0.30504	0.289887	0.282575	0.300122	0.294104	0.297703	0.293944	0.290744	0.288405	0.290961	0.29162	0.287882	0.284997	0.293409	0.266546
SRR14618074	0.430087	0.354688	0.282045	0.29658	0.293402	0.270949	0.251639	0.283997	0.26494	0.288371	0.28598	0.300158	0.439158	0.450024	0.447622	0.450512	0.44832	0.452051	0.451102	0.451513	0.430095	0.44863	1	0.452167	0.444353	0.455867	0.447718	0.295388	0.289667	0.287969	0.305467	0.29555	0.297316	0.302486	0.291625	0.292455	0.289659	0.288943	0.290528	0.286091	0.303116	0.284773	0.288878	0.299987	0.278707	0.31117	0.32462	0.288449	0.301005	0.274324	0.273449	0.407086	0.394854	0.396262	0.390172	0.39591	0.408967	0.409751	0.400243	0.368878	0.413596	0.391559	0.394076	0.390388	0.272162	0.280027	0.240364	0.343443	0.279317	0.267738	0.302839	0.360669	0.402599	0.408448	0.360738	0.41909	0.419356	0.42111	0.236549	0.282354	0.281344	0.286408	0.265739	0.269158	0.289055	0.279135	0.26961	0.286026	0.314678	0.281032	0.271871	0.273315	0.256986	0.273315	0.324022	0.323005	0.328608	0.326586	0.28644	0.279875	0.277124	0.277712	0.282388	0.276816	0.276975	0.275752	0.276655	0.272195	0.281151	0.276621	0.277276	0.279744	0.279107	0.281522	0.373068	0.372326	0.366605	0.368599	0.368353	0.360023	0.362481	0.362819	0.382921	0.374375	0.380569	0.376847	0.370849	0.362359	0.293705	0.157922	0.350462	0.312489	0.354444	0.344827	0.304229	0.349514	0.277503	0.28543	0.288539	0.246187	0.284577	0.287465	0.286655	0.285283	0.280991	0.290167	0.285754	0.287932	0.287817	0.263269	0.260815	0.285321	0.285251	0.286496	0.285619	0.287016	0.287714	0.28751	0.283177	0.285677	0.287477	0.283733	0.289318	0.284461	0.285293	0.301951	0.287067	0.280015	0.297241	0.291242	0.29448	0.291141	0.287744	0.285674	0.288323	0.288852	0.284996	0.282099	0.290403	0.265594
SRR14618085	0.430052	0.357388	0.283743	0.298612	0.294991	0.272413	0.253247	0.28615	0.26669	0.290217	0.288107	0.301979	0.440863	0.448956	0.452977	0.450522	0.451933	0.45168	0.451137	0.450995	0.431903	0.447264	0.452167	1	0.442625	0.454368	0.450074	0.297342	0.290891	0.289331	0.306616	0.29698	0.298889	0.304094	0.292915	0.293624	0.291006	0.289879	0.291911	0.287167	0.305173	0.286929	0.290116	0.302487	0.280613	0.313615	0.327535	0.290056	0.303088	0.276266	0.275548	0.408446	0.395408	0.395448	0.390256	0.396559	0.410963	0.412436	0.402198	0.372269	0.416082	0.393084	0.393987	0.391187	0.273576	0.282306	0.241808	0.344731	0.279927	0.268437	0.303946	0.361449	0.403636	0.409514	0.360783	0.418566	0.419196	0.420383	0.237524	0.283042	0.282074	0.28774	0.267516	0.270378	0.291129	0.280893	0.271219	0.28816	0.316972	0.282835	0.273543	0.275237	0.258816	0.275237	0.325569	0.324292	0.329836	0.327738	0.287734	0.281208	0.278396	0.278894	0.283747	0.277793	0.278089	0.27664	0.277357	0.272896	0.2824	0.277601	0.278244	0.281107	0.280248	0.282909	0.374959	0.374125	0.369536	0.370247	0.371099	0.362248	0.365222	0.364832	0.38612	0.376661	0.381769	0.379962	0.372896	0.363864	0.295669	0.158729	0.352366	0.314883	0.356986	0.347781	0.305991	0.352282	0.27922	0.287222	0.290359	0.248135	0.286461	0.289244	0.288286	0.286923	0.28262	0.291984	0.287514	0.289947	0.289816	0.264739	0.262562	0.287153	0.286972	0.288484	0.287331	0.289154	0.289659	0.289418	0.285036	0.28724	0.289543	0.285544	0.291302	0.286224	0.287075	0.303935	0.288933	0.281577	0.299114	0.29306	0.296493	0.292788	0.289594	0.287392	0.28996	0.290761	0.286792	0.283961	0.292165	0.266898
